māšām,māš<pers><prn><1pl>><prs><1pl>,māš<pers><1pl><nom>><1pl>/māš<pers><1pl><obl>><1pl>,CORRECT
sabadand,sabad<n>><loc>,sabad<n>><loc>,CORRECT
nok,nok<n>,nok<n>,CORRECT
yā,yā<dem><d3><f><sg>,yā<dem><d3><f><sg><nom>/yā<n>,CORRECT
dis,dis<pro>,dis<pro>,CORRECT
yuyi,yu<dem><d3><m><sg>><3sg>,yu<dem><d3><m><sg><nom>><3sg>,CORRECT
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
čīzti,čīz<pro>><sup>,čīz<pro>><2sg>><3sg>/čīz<n>><2sg>><3sg>/čīz<n>><sup>/čīz<pro>><2sg>><3sg>,CORRECT
wam,wam<dem><d3><f><sg><obl>,wam<dem><d3><f><sg><obl>,CORRECT
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
wam,wam<dem><d3><f><sg><obl>,wam<dem><d3><f><sg><obl>,CORRECT
yā,yā<dem><d3><f><sg>,yā<dem><d3><f><sg><nom>/yā<n>,CORRECT
yā,yā<dem><d3><f><sg>,yā<dem><d3><f><sg><nom>/yā<n>,CORRECT
disga,dis<pro>><add1>,dis<pro>><add>,CORRECT
otaθ,ot<n>><adv>,o<n>><2sg>><int>/ot<adj>><int>/ot<n>><int>/otaθ<adj>/otaϑ<adj>,CORRECT
tūyd,tūy<v>><pst>,tūyd<v><pst>/tūyd<v><pst><m>,FAIL
xurd,xu<pro><refl>><dat>,xu<pro><refl>><dat>/xurd<pro>,CORRECT
yā,yā<dem><d3><f><sg>,yā<dem><d3><f><sg><nom>/yā<n>,CORRECT
sabad,sabad<n>,sabad<n>,CORRECT
miti,mi<dem><d1><m><sg><obl>><sup>,mi<dem><d1><m><sg><obl>><2sg>><3sg>/mi<pro>><2sg>><3sg>,CORRECT
pis,pis<prep><goal>,pis<prep>/pis<v><prs>,CORRECT
yat,ya<v>><pst>,ya<v><imp>><2sg>/yat<v><inf>/yat<v><pst>,CORRECT
qati,qati<post><com>,qat<v><pst><f>><3sg>,FAIL
tar,tar<prep><eq>,tar<prep>,CORRECT
yā,yā<dem><d3><f><sg>,yā<dem><d3><f><sg><nom>/yā<n>,CORRECT
disga,dis<pro>><add1>,dis<pro>><add>,CORRECT
xāɣ̌,xāɣ̌<n>,xāɣ̌<adj>/xāɣ̌<n>,CORRECT
wam,wam<dem><d3><f><sg><obl>,wam<dem><d3><f><sg><obl>,CORRECT
ɣūnǰak,ɣūnǰ<n>><dim>,ɣūnǰ<n>><dim>/ɣūnǰ<n>><dim>,CORRECT
darozaθ,daroz<n>><int>,daroz<adj>><int>,CORRECT
wīfčinaθ,wīf<v>><pf>><ptcp1>><int>,wīfč<v><prf>><ptcp>><int>,FAIL
yuyi,yu<dem><d3><m><sg>><3sg>,yu<dem><d3><m><sg><nom>><3sg>,CORRECT
wam,wam<dem><d3><f><sg><obl>,wam<dem><d3><f><sg><obl>,CORRECT
wint,win<v>><pst>,win<v><prs>><2sg>/win<v><prs>><3sg>,CORRECT
yuyi,yu<dem><d3><m><sg>><3sg>,yu<dem><d3><m><sg><nom>><3sg>,CORRECT
wam,wam<dem><d3><f><sg><obl>,wam<dem><d3><f><sg><obl>,CORRECT
wīnt,wīn<v>><pst>,wīnt<v><inf>/wīnt<v><pst>,FAIL
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,CORRECT
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
ux̌i,ux̌<n>><3sg>,ux̌<n>><3sg>,CORRECT
binêst,binês<v>><pst>,binês<v><prs>><2sg>/binês<v><prs>><3sg>/binêst<v><inf>/binêst<v><pst>,CORRECT
yāyi,yā<dem><d3><f><sg>><3sg>,yā<dem><d3><f><sg><nom>><3sg>/yā<n>><3sg>,CORRECT
tar,tar<prep><eq>,tar<prep>,CORRECT
čūx̌t,čūx̌<v>><pst>,čūx̌t<v><pst>,FAIL
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
wamti,wam<dem><d3><f><sg><obl>><sup>,wam<dem><d3><f><sg><obl>><2sg>><3sg>,CORRECT
δod,δo<v>><pst>,ðod<v><pst>/δod<v><pst>,FAIL
xerā,xerā<n>,xerā<adj>/xerā<n>,CORRECT
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,CORRECT
yā,yā<dem><d1><f><sg>,yā<dem><d3><f><sg><nom>/yā<n>,CORRECT
yuyi,yu<dem><d3><m><sg>><3sg>,yu<dem><d3><m><sg><nom>><3sg>,CORRECT
ǰukt,ǰuk<v>><pst>,ǰuk<v><prs>><2sg>/ǰuk<v><prs>><2sg>/ǰuk<v><prs>><3sg>/ǰuk<v><prs>><3sg>/ǰukt<v><inf>/ǰukt<v><inf>/ǰukt<v><pst>/ǰukt<v><pst>,CORRECT
pi,pi<prep><up>,pi<prep>/pi<v><prs>,CORRECT
žīrand,žīr<n>><loc>,žīr<n>><loc>,CORRECT
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,CORRECT
wêx̌t,wêx̌<v>><pst>,wêx̌t<v><inf>/wêx̌t<v><pst>,FAIL
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
kayůn,kayůn<n>,kayůn<n>,CORRECT
fukaθ,fukaθ<pro>,fuk<pro>><int>/fukaθ<pro>/fukaϑ<pro>,CORRECT
taxirm,taxirm<n>,taxirm<adj>,CORRECT
sut,su<v><m>><pst>,sut<v><pst>,FAIL
wind,wi<dem><d3><m><sg><obl>><loc>,wi<dem><d3><m><sg>><loc>/wind<pro>,CORRECT
yamand,yam<dem><d1><sg>><loc>,yam<dem><d1><sg>><loc>/yam<n>><loc>/yam<pro>><loc>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
doδga,doδ<n>><add1>,doð<n>><add>/doδ<n>><add>,CORRECT
bačgalāyaken,bač<n>><pl>><dim>><pl>,bačgalā<n>><dim>><3pl>,FAIL
bačamardaθen,bačamard<n>><int>><3pl>,bačamard<n>><int>><3pl>,CORRECT
tar,tar<prep><eq>,tar<prep>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
uz,uz<pers><prn><1sg>,uz<n>/uz<pers><1sg><nom>,CORRECT
lům,lů<v>><prs><1sg>,lům<n>,FAIL
baɣer,baɣer<n>,<with><adj>>ɣer<n>,FAIL
wāδ,wāδ<dem><d3><pl>,wāð<dem><d3><pl><nom>/wāδ<dem><d3><pl><nom>,CORRECT
taš,taš<prt><prosp>,taš<n>,CORRECT
andiӡen,andiӡ<v>><prs><3pl>,andiӡ<v><prs>><3pl>,CORRECT
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,CORRECT
disga,dis<pro>><add1>,dis<pro>><add>,CORRECT
taš,taš<prt><prosp>,taš<n>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
diyen,di<dem>><prs><3pl>,di<dem><d2><m><sg><obl>><3pl>/di<pro>><3pl>/di<v><imp>><3pl>/di<v><prs>><3pl>,CORRECT
pi,pi<prep><up>,pi<prep>/pi<v><prs>,CORRECT
čurt,čurt<n>,čurt<n>,CORRECT
δa,δa<v>,ða<v><imp>/δa<v><imp>,CORRECT
wāδen,wāδ<dem><d3><pl>><3pl>,wāð<dem><d3><pl><nom>><3pl>/wāδ<dem><d3><pl><nom>><3pl>/wāðen<pro>/wāδen<pro>,CORRECT
disga,dis<pro>><add1>,dis<pro>><add>,CORRECT
bašānd,bašānd<n>,bašānd<adj>,CORRECT
ɣiδā-yen,ɣiδā<n>><pl>,ɣiðā<n>><3pl>/ɣiδā<n>><3pl>/ɣiðā<n>><pl>/ɣiδā<n>><pl>,CORRECT
vad,va<v><f>><pst>,vad<v><pst><f>,FAIL
wiyen,wi<dem><d3><m><sg><obl>><3pl>,wi<dem><d3><m><sg><obl>><3pl>,CORRECT
sent,sen<v>><pst>,sen<v><prs>><2sg>/sen<v><prs>><3sg>/sent<v><inf>/sent<v><pst>,CORRECT
taxen,tax<n>><3pl>,tax<adj>><3pl>/tax<n>><3pl>/tax<n>><pl>/tax<v><prs>><3pl>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
δod,δo<v>><pst>,ðod<v><pst>/δod<v><pst>,FAIL
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
kayůnenen,kayůn<n>><pl>><3pl>,kayůn<n>><3pl>><3pl>/kayůn<n>><pl>><3pl>,CORRECT
ǰām,ǰām<n>,ǰām<adj>/ǰām<adj>/ǰām<n>/ǰām<n>,CORRECT
čūd,čū<v>><pst>,čūd<v><pst>,FAIL
yi,yi<num>,yi<adj>/yi<pro>,CORRECT
wiyen,wi<dem><d3><m><sg><obl>><3pl>,wi<dem><d3><m><sg><obl>><3pl>,CORRECT
ar,ar<prep><down>,ar<n>/ar<prep>/ar<pro>,CORRECT
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
ǰebak,ǰebak<n>,ǰeb<n>><dim>/ǰeb<n>><dim>/ǰebak<n>/ǰebak<n>,CORRECT
mis,mis<prt><add2>,mis<n>,CORRECT
ǰāmen,ǰām<n>><3pl>,ǰām<adj>><3pl>/ǰām<adj>><3pl>/ǰām<n>><3pl>/ǰām<n>><3pl>/ǰām<n>><pl>/ǰām<n>><pl>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
luqenen,luq<n>><pl>><3pl>,luq<n>><3pl>><3pl>/luq<n>><pl>><3pl>/luq<v><prs>><3pl>><3pl>,CORRECT
tax,tax<n>,tax<adj>/tax<n>/tax<v><prs>,CORRECT
δod,δo<v>><pst>,ðod<v><pst>/δod<v><pst>,FAIL
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
ca,ca<cnj><subd>,ca<conj><subd>/ca<n>/ca<pro>,CORRECT
tūyd,tūy<v><m>><pst>,tūyd<v><pst>/tūyd<v><pst><m>,FAIL
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
ca,ca<cnj><subd>,ca<conj><subd>/ca<n>/ca<pro>,CORRECT
wāδen,wāδ<dem><d3><pl>><3pl>,wāð<dem><d3><pl><nom>><3pl>/wāδ<dem><d3><pl><nom>><3pl>/wāðen<pro>/wāδen<pro>,CORRECT
wam,wam<dem><d3><f><sg><obl>,wam<dem><d3><f><sg><obl>,CORRECT
mis,mis<prt><add2>,mis<n>,CORRECT
vo,vo<prt>,vo<adj>,CORRECT
wird,wi<dem><d3><m><sg><obl>><dat>,wi<dem><d3><m><sg>><dat>/wird<pro>,CORRECT
yod,yo<v>><pst>,yod<n>/yod<v><pst>,FAIL
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
tūyd,tūy<v><m>><pst>,tūyd<v><pst>/tūyd<v><pst><m>,FAIL
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
māδ,māδ<dem><d1><pl>,māð<dem><d1><pl><nom>/māδ<dem><d1><pl><nom>/māð<pro>/māδ<pro>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
bačgalāyen,bač<n>><pl>><3pl>,bačgalā<n>><3pl>/bačgalā<n>><pl>,FAIL
ca,ca<cnj><subd>,ca<conj><subd>/ca<n>/ca<pro>,CORRECT
sent,sen<v>><pst>,sen<v><prs>><2sg>/sen<v><prs>><3sg>/sent<v><inf>/sent<v><pst>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
wāδen,wāδ<dem><d3><pl>><3pl>,wāð<dem><d3><pl><nom>><3pl>/wāδ<dem><d3><pl><nom>><3pl>/wāðen<pro>/wāδen<pro>,CORRECT
yat,ya<v>><pst>,ya<v><imp>><2sg>/yat<v><inf>/yat<v><pst>,CORRECT
tar,tar<prep><eq>,tar<prep>,CORRECT
vo,vo<prt>,vo<adj>,CORRECT
yat,ya<v>><pst>,ya<v><imp>><2sg>/yat<v><inf>/yat<v><pst>,CORRECT
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
čorik,čorik<n>,čor<n>><dim>/čorik<n>,CORRECT
xāvd,xāv<v>><pst>,xāvd<v><inf>/xāvd<v><pst>,FAIL
az,az<prep><el>,az<prep>,CORRECT
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
daraxt,daraxt<n>,daraxt<n>,CORRECT
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
xāvd,xāv<v>><pst>,xāvd<v><inf>/xāvd<v><pst>,FAIL
miti,mi<dem><d1><m><sg><obl>><sup>,mi<dem><d1><m><sg><obl>><2sg>><3sg>/mi<pro>><2sg>><3sg>,CORRECT
isob,isob<n>,isob<n>,CORRECT
kix̌t,kix̌<v>><prs><3sg>,kix̌t<v><inf>/kix̌t<v><pst>,FAIL
wāδ,wāδ<dem><d3><pl>,wāð<dem><d3><pl><nom>/wāδ<dem><d3><pl><nom>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
wāδ,wāδ<dem><d3><pl>,wāð<dem><d3><pl><nom>/wāδ<dem><d3><pl><nom>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
sabadenen,sabad<n>><pl>><3pl>,sabad<n>><3pl>><3pl>/sabad<n>><pl>><3pl>,CORRECT
xêr,xêr<prt>,xêr<n>/xêr<v><prs>,CORRECT
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
fāmt,fām<v>><pst>,fām<v><prs>><2sg>/fām<v><prs>><3sg>/fāmt<v><inf>/fāmt<v><pst>,CORRECT
δu,δu<num>,ðu<num>/δu<num>,CORRECT
sabad,sabad<n>,sabad<n>,CORRECT
pur,pur<n>,pur<adj>,CORRECT
sabad,sabad<n>,sabad<n>,CORRECT
xoli,xoli<n>,xol<n>><3sg>/xoli<adj>/xoli<n>,CORRECT
vad,va<v><f>><pst>,vad<v><pst><f>,FAIL
yāyi,yā<dem><d1><f><sg>><3sg>,yā<dem><d3><f><sg><nom>><3sg>/yā<n>><3sg>,CORRECT
sabad,sabad<n>,sabad<n>,CORRECT
nist,nist<v><neg>,nist<v><prs>,CORRECT
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
čurt,čurt<n>,čurt<n>,CORRECT
δīdat,δī<v>><prs><3sg>><coord2>,ðīd<n>><2sg>/δīd<n>><2sg>/ðīd<n>><coord2>/δīd<n>><coord2>,FAIL
dāδ,dāδ<dem><d2><pl>,dāð<dem><d2><pl><nom>/dāδ<dem><d2><pl><nom>/dāð<pro>/dāδ<pro>,CORRECT
naɣ̌ǰīden,naɣ̌ǰī<v>><pst>><3pl>,naɣ̌ǰīd<v><inf>><3pl>/naɣ̌ǰīd<v><inf>><3pl>/naɣ̌ǰīd<v><pst>><3pl>/naɣ̌ǰīd<v><pst>><3pl>,FAIL
kayůn,kayůn<n>,kayůn<n>,CORRECT
yedand,yed<dem><d2>><loc>,yed<n>><loc>,CORRECT
tayor,tayor<n>,tayor<adj>/tayor<n>,CORRECT
uz,uz<pers><prn><1sg>,uz<n>/uz<pers><1sg><nom>,CORRECT
čurt,čurt<n>,čurt<n>,CORRECT
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
ɣiδāyi,ɣiδā<n>><3sg>,ɣiðā<n>><3sg>/ɣiδā<n>><3sg>,CORRECT
čoriki,čorik<n>><3sg>,čor<n>><dim>><3sg>/čorik<n>><3sg>,CORRECT
az,az<prep><el>,az<prep>,CORRECT
mev,mev<dem><d1><pl><obl>,mev<adj>/mev<dem><d1><pl><obl>/mev<pro>,CORRECT
wīnt,wīn<v>><pst>,wīnt<v><inf>/wīnt<v><pst>,FAIL
dāδen,dāδ<dem><d2><pl>><3pl>,dāð<dem><d2><pl><nom>><3pl>/dāδ<dem><d2><pl><nom>><3pl>/dāð<pro>><3pl>/dāδ<pro>><3pl>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
kayůn,kayůn<n>,kayůn<n>,CORRECT
cift,cif<v>><pst>,cif<v><prs>><2sg>/cif<v><prs>><3sg>/cift<v><inf>/cift<v><prs>/cift<v><pst>,CORRECT
at,at<cnj><coord2>,at<conj><coord2>,CORRECT
dāδen,dāδ<dem><d2><pl>><3pl>,dāð<dem><d2><pl><nom>><3pl>/dāδ<dem><d2><pl><nom>><3pl>/dāð<pro>><3pl>/dāδ<pro>><3pl>,CORRECT
yo,yo<cnj><or>,yo<conj><disj>,CORRECT
dāδ,dāδ<dem><d2><pl>,dāð<dem><d2><pl><nom>/dāδ<dem><d2><pl><nom>/dāð<pro>/dāδ<pro>,CORRECT
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
ɣiδā,ɣiδā<n>,ɣiðā<n>/ɣiδā<n>,CORRECT
vud,vu<v>><pst>,vud<v><pst>,FAIL
yuyi,yu<dem><d3><m><sg>><3sg>,yu<dem><d3><m><sg><nom>><3sg>,CORRECT
vo,vo<prt>,vo<adj>,CORRECT
zox̌t,zox̌<v>><pst>,zox̌t<v><pst>,FAIL
wev,wev<dem><d3><pl><obl>,wev<dem><d3><pl><obl>,CORRECT
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
kayůnen,kayůn<n>><pl>,kayůn<n>><3pl>/kayůn<n>><pl>,CORRECT
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,CORRECT
tūyd,tūy<v><m>><pst>,tūyd<v><pst>/tūyd<v><pst><m>,FAIL
yuyi,yu<dem><d3><m><sg>><3sg>,yu<dem><d3><m><sg><nom>><3sg>,CORRECT
az,az<prep><el>,az<prep>,CORRECT
wev,wev<dem><d3><pl><obl>,wev<dem><d3><pl><obl>,CORRECT
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
tamošo,tamošo<n>,tamošo<n>,CORRECT
kix̌tat,kix̌<v>><prs><3sg>><coord2>,kix̌t<v><inf>><2sg>/kix̌t<v><inf>><coord2>/kix̌t<v><pst>><2sg>/kix̌t<v><pst>><coord2>,FAIL
wāδen,wāδ<dem><d3><pl>><3pl>,wāð<dem><d3><pl><nom>><3pl>/wāδ<dem><d3><pl><nom>><3pl>/wāðen<pro>/wāδen<pro>,CORRECT
toyden,toy<v><f>><pst>><3pl>,toyd<v><pst><f>><3pl>,FAIL
yuyi,yu<dem><d3><m><sg>><3sg>,yu<dem><d3><m><sg><nom>><3sg>,CORRECT
mis,mis<prt><add2>,mis<n>,CORRECT
wev,wev<dem><d3><pl><obl>,wev<dem><d3><pl><obl>,CORRECT
nāy,nāy<prt>,nāy<n>,CORRECT
yamand,yam<dem><d1><sg>><loc>,yam<dem><d1><sg>><loc>/yam<n>><loc>/yam<pro>><loc>,CORRECT
ačaθ,ačaθ<prt>,ač<pro>><int>/ačaθ<pro>/ačaϑ<pro>,CORRECT
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
miti,mi<dem><d1><m><sg><obl>><sup>,mi<dem><d1><m><sg><obl>><2sg>><3sg>/mi<pro>><2sg>><3sg>,CORRECT
qarorikaθ,qaror<n>><dim>><adv>,qaror<adj>><dim>><int>/qaror<n>><dim>><int>/qarorik<adj>><int>,CORRECT
xāvd,xāv<v>><pst>,xāvd<v><inf>/xāvd<v><pst>,FAIL
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
noken,nok<n>><pl>,nok<n>><3pl>/nok<n>><pl>,CORRECT
nist,nist<v><neg>,nist<v><prs>,CORRECT
wāδen,wāδ<dem><d3><pl>><3pl>,wāð<dem><d3><pl><nom>><3pl>/wāδ<dem><d3><pl><nom>><3pl>/wāðen<pro>/wāδen<pro>,CORRECT
kayůn,kayůn<n>,kayůn<n>,CORRECT
vad,va<v><f>><pst>,vad<v><pst><f>,FAIL
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
kayůnen,kayůn<n>><pl>,kayůn<n>><3pl>/kayůn<n>><pl>,CORRECT
čūx̌ti,čūx̌<v>><pst>><3sg>,čūx̌t<v><pst>><3sg>,FAIL
wev,wev<dem><d3><pl><obl>,wev<dem><d3><pl><obl>,CORRECT
miδustti,mi<prep><cont2>><hand>><sup>,<cont2>>ðust<n>><2sg>><3sg>/<cont2>>δust<n>><2sg>><3sg>/<cont2>>ðust<n>><sup>/<cont2>>δust<n>><sup>,FAIL
mis,mis<prt><add2>,mis<n>,CORRECT
wīnt,wīn<v>><pst>,wīnt<v><inf>/wīnt<v><pst>,FAIL
tāmet,tām<pers><prn><2pl>><2pl>,tām<n>><2pl>,CORRECT
az,az<prep><el>,az<prep>,CORRECT
kandi,kandi<pro>,kandi<n>,CORRECT
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
zox̌t,zox̌<v>><pst>,zox̌t<v><pst>,FAIL
vad,va<v><f>><pst>,vad<v><pst><f>,FAIL
yamand,yam<dem><d1><sg>><loc>,yam<dem><d1><sg>><loc>/yam<n>><loc>/yam<pro>><loc>,CORRECT
gāp,gāp<n>,gāp<n>,CORRECT
δêdak,δê<v>><inf>><dim>,ðêd<n>><dim>/δêd<n>><dim>/ðêd<v><inf>><dim>/δêd<v><inf>><dim>/ðêd<v><pst>><dim>/δêd<v><pst>><dim>/ðêdak<n>/δêdak<n>,FAIL
mis,mis<prt><add2>,mis<n>,CORRECT
sof,sof<n>,sof<n>,CORRECT
qarorizor,qaror<n>><subst>><place>,qaror<adj>><aug>,CORRECT
wev,wev<dem><d3><pl><obl>,wev<dem><d3><pl><obl>,CORRECT
poδ,poδ<n>,poð<n>/poδ<n>,CORRECT
sadoyat,sado<n>><coord2>,sado<n>><2sg>,CORRECT
wam,wam<dem><d3><f><sg><obl>,wam<dem><d3><f><sg><obl>,CORRECT
wev,wev<dem><d3><pl><obl>,wev<dem><d3><pl><obl>,CORRECT
wev,wev<dem><d3><pl><obl>,wev<dem><d3><pl><obl>,CORRECT
