sat,sa<v><f/pl>><pst>,sa<v><imp>><2sg>/sat<v><pst><f>,CORRECT
tārīxi,tārīx<n>><indf>,tārīx<n>><3sg>/tārīxi<adj>,CORRECT
tārīxi,tārīx<n>><indf>,tārīx<n>><3sg>/tārīxi<adj>,CORRECT
wuz,wuz<pers><prn><1sg>,wuz<n>/wuz<pers><1sg><nom>/wuz<v><prs>,CORRECT
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
lům,lů<v>><prs><1sg>,lům<n>,FAIL
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
ik-am,ik<prt><emph>><d1><sg>,ik-am<n>/ik-am<pro>,FAIL
ukūmati,ukūmat<n>><iz>,ukūmat<n>><3sg>/ukūmati<adj>,CORRECT
arůd,<down>>ůd<dem><d1>,arůd<pro>,FAIL
arůd,<down>>ůd<dem><d1>,arůd<pro>,FAIL
ɣalabā,ɣalabā<n>,ɣalabā<n>,CORRECT
taxt-i,taxt<n>><3sg>,tax<adj>><2sg>><3sg>/tax<n>><2sg>><3sg>/tax<v><prs>><2sg>><3sg>/taxt<adj>><3sg>/taxt<n>><3sg>/taxt<v><inf>><3sg>/taxt<v><pst>><3sg>,CORRECT
čīz,čīz<pro>,čīz<pro>/čīz<n>/čīz<pro>,CORRECT
yam,yam<dem><d1><sg>,yam<dem><d1><sg><nom>/yam<n>/yam<pro>,CORRECT
ik-am,ik<prt><emph>><d1><sg>,ik-am<n>/ik-am<pro>,FAIL
māš,māš<pers><prn><1pl>,māš<pers><1pl><nom>/māš<pers><1pl><obl>,CORRECT
ar,ar<pro>,ar<n>/ar<prep>/ar<pro>,CORRECT
čīz,čīz<pro>,čīz<pro>/čīz<n>/čīz<pro>,CORRECT
aqiqat,aqiqat<n>,aqiqat<n>,CORRECT
wi-ta,wi<dem><d3><m><sg><obl>><fut>,wi<dem><d3><m><sg><obl>><fut>,CORRECT
čīz,čīz<pro>,čīz<pro>/čīz<n>/čīz<pro>,CORRECT
inkor,inkor<n>,inkor<n>,CORRECT
tar,tar<prep><eq>,tar<prep>,CORRECT
maktab-ām,maktab<n>><1pl>,maktab<n>><1pl>,CORRECT
sat,sa<v><f/pl>><pst>,sa<v><imp>><2sg>/sat<v><pst><f>,CORRECT
māšand,māš<pers><prn><1pl>><loc>,māš<pers><1pl>><loc>,CORRECT
māšard-en,māš<pers><prn><1pl>><dat>><3pl>,māš<pers><1pl>><dat>><3pl>,CORRECT
vaz-en,vaz<n>><3pl>,vaz<n>><3pl>/vaz<n>><pl>,CORRECT
di-yen,di<dem><d2><m><sg><obl>><3pl>,di<dem><d2><m><sg><obl>><3pl>/di<pro>><3pl>/di<v><imp>><3pl>/di<v><prs>><3pl>,CORRECT
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
doden-at,dod<n>><pl>><coord2>,dod<n>><3pl>><2sg>/dod<n>><3pl>><coord2>/dod<n>><pl>><2sg>/dod<n>><pl>><coord2>,CORRECT
molt-en,mol<v>><pst>><3pl>,mol<n>><2sg>><3pl>/mol<v><prs>><2sg>><3pl>/molt<v><inf>><3pl>/molt<v><pst>><3pl>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
poδen,poδ<n>><pl>,poð<n>><3pl>/poδ<n>><3pl>/poð<n>><pl>/poδ<n>><pl>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
molt,mol<v>><pst>,mol<n>><2sg>/mol<v><prs>><2sg>/mol<v><prs>><3sg>/molt<v><inf>/molt<v><pst>,CORRECT
molt,mol<v>><pst>,mol<n>><2sg>/mol<v><prs>><2sg>/mol<v><prs>><3sg>/molt<v><inf>/molt<v><pst>,CORRECT
molt,mol<v>><pst>,mol<n>><2sg>/mol<v><prs>><2sg>/mol<v><prs>><3sg>/molt<v><inf>/molt<v><pst>,CORRECT
molt,mol<v>><pst>,mol<n>><2sg>/mol<v><prs>><2sg>/mol<v><prs>><3sg>/molt<v><inf>/molt<v><pst>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
čidům,čidům<pro>,čidům<pro>,CORRECT
nāmb,nāmb<n>,nāmb<n>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
nāmb-en,nāmb<n>><3pl>,nāmb<n>><3pl>/nāmb<n>><pl>,CORRECT
as,as<prep><el>,as<prep>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
darūn-and,darūn<n>><loc>,darūn<n>><loc>,CORRECT
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
ik-u,ik<adv>><d3><m><sg><obl>,ik-u<pro>,FAIL
půst,půst<n>,půst<n>,CORRECT
rāng,rāng<n>,rāng<n>,CORRECT
čīz,čīz<pro>,čīz<pro>/čīz<n>/čīz<pro>,CORRECT
rāng-en,rāng<n>><3pl>,rāng<n>><3pl>/rāng<n>><pl>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
rāng,rāng<n>,rāng<n>,CORRECT
ik-am,ik<prt><emph>><d1><sg>,ik-am<n>/ik-am<pro>,FAIL
rāng,rāng<n>,rāng<n>,CORRECT
wān,wān<n>,wān<n>,CORRECT
wān-en,wān<n>><3pl>,wān<n>><3pl>/wān<n>><pl>,CORRECT
wān,wān<n>,wān<n>,CORRECT
wam-en,wam<dem><d3><f><sg><obl>><3pl>,wam<dem><d3><f><sg><obl>><3pl>,CORRECT
wam,wam<dem><d3><f><sg><obl>,wam<dem><d3><f><sg><obl>,CORRECT
půstāk,půstāk<n>,půstāk<n>,CORRECT
wam,wam<dem><d3><f><sg><obl>,wam<dem><d3><f><sg><obl>,CORRECT
rūšt,rūšt<n>,rūšt<adj>/rūšt<n>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
wi-yen,wi<dem><d3><m><sg><obl>><3pl>,wi<dem><d3><m><sg><obl>><3pl>,CORRECT
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
půst-en,půst<n>><3pl>,půst<n>><3pl>/půst<n>><pl>,CORRECT
aram,<down>>am<dem><d1><sg>,ar<n>><1pl>/ar<pro>><1pl>/ara<num>><ord>/aram<n>,FAIL
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,CORRECT
půst,půst<n>,půst<n>,CORRECT
rūšt,rūšt<n>,rūšt<adj>/rūšt<n>,CORRECT
